CoffeeID,Species,Owner,Country.of.Origin,Farm.Name,Lot.Number,Mill,ICO.Number,Company,Altitude,Region,Producer,Number.of.Bags,Bag.Weight,In.Country.Partner,Harvest.Year,Grading.Date,Owner.1,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Quakers,Color,Category.Two.Defects,Expiration,Certification.Body,Certification.Address,Certification.Contact,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters
1239,Arabica,samuel eli gurel,China,hani,Unknown,hani,na,greenhouse coffee china,1200 meters,yunnan,GreenHouse Coffee,16,2.0,Specialty Coffee Association,2013-01-01,2013-09-05,Samuel Eli Gurel,Typica,Washed / Wet,7.33,7.17,6.92,7.08,7.33,7.0,9.33,9.33,9.33,7.17,78.0,0.1,0,0.0,Green,28,2014-09-05,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1200.0,1200.0,1200.0
1240,Arabica,juan luis alvarado romero,Guatemala,la union monte verde,Unknown,beneficio ixchel,11/9772/3,"unex guatemala, s.a.",4300,oriente,"AGRICOLA MONTE VERDE, S.A.",250,69.0,Asociacion Nacional Del Café,2013-01-01,2013-04-29,Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.0,6.83,6.83,7.17,6.67,6.83,10.0,10.0,10.0,6.67,78.0,0.11,3,0.0,Green,9,2014-04-29,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1310.64,1310.64,1310.64
1241,Arabica,alejandro garcia palacios,Mexico,finca la fortuna,Unknown,finca la fortuna,1506558883,industrializadora de kaffee andes s.a. de c.v.,850,"motozintla, chiapas",MARIO GARCÍA,10,1.0,AMECAFE,2012-01-01,2012-09-11,ALEJANDRO GARCIA PALACIOS,Other,Washed / Wet,7.25,7.33,7.0,7.0,7.25,7.08,10.0,10.0,8.0,7.08,78.0,0.12,2,0.0,Green,7,2013-09-11,AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,850.0,850.0,850.0
1242,Arabica,mao-heng chu,Colombia,Unknown,Unknown,Unknown,03/01/1632,Unknown,Unknown,Unknown,Unknown,202,70.0,Specialty Coffee Association,,2011-12-01,Mao-Heng Chu,Unknown,Unknown,7.42,7.17,7.0,7.17,7.67,7.17,8.67,9.33,9.33,7.08,78.0,0.1,1,0.0,Green,3,2012-11-30,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,Unknown,Unknown,Unknown
1243,Arabica,santa laura exportadora de cafe s.l.e.c. s.a.,Costa Rica,several,Unknown,several,5-545-0007,santa laura exportadora de cafe s.l.e.c. s.a.,1200 msm,occidental,Beneficio la Eva S.A.,250,1.0,Specialty Coffee Association of Costa Rica,2014-01-01,2015-02-03,Santa Laura Exportadora de Cafe S.L.E.C. S.A.,Caturra,Washed / Wet,7.5,7.25,7.42,7.0,7.08,6.83,8.67,9.33,10.0,6.83,77.92,0.12,2,0.0,Green,4,2016-02-03,Specialty Coffee Association of Costa Rica,8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1,5eb2b7129d9714c43825e44dc3bca9423de209e9,m,1200.0,1200.0,1200.0
1244,Arabica,gustavo abarca solis,Mexico,el regadito,Unknown,el regadito,0,Unknown,1248,petatlan,GUSTAVO ABARCA SOLIS,50,1.0,AMECAFE,2012-01-01,2012-07-26,GUSTAVO ABARCA SOLIS,Typica,Washed / Wet,7.42,7.25,7.0,7.0,7.25,7.08,8.0,10.0,10.0,6.92,77.92,0.11,0,0.0,Green,3,2013-07-26,AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1248.0,1248.0,1248.0
1245,Arabica,juan luis alvarado romero,Guatemala,conquista / morito,Unknown,beneficio ixchel,11/23/0121,"unex guatemala, s.a.",Unknown,oriente,Conquista/ Morito,250,1.0,Asociacion Nacional Del Café,2012-01-01,2012-01-13,Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.17,6.17,6.17,7.08,7.33,6.83,10.0,10.0,10.0,7.17,77.92,0.11,0,0.0,Green,7,2013-01-12,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,Unknown,Unknown,Unknown
1246,Arabica,"bencafe, s. a.",Nicaragua,el brigadum - la coronela,017/105/16039,dry mill,16039,"beneficiadora norteña de cafe, s. a. (bencafe)",1000,jinotega,MARCIO ALBERTO RIVERA CASTELLON,275,69.0,Specialty Coffee Association of Costa Rica,2016-01-01,2016-02-29,"BENCAFE, S. A.",Unknown,Unknown,7.42,7.0,7.0,7.17,7.08,7.0,9.33,8.67,10.0,7.17,77.83,0.1,0,0.0,Bluish-Green,0,2017-02-28,Specialty Coffee Association of Costa Rica,8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1,5eb2b7129d9714c43825e44dc3bca9423de209e9,m,1000.0,1000.0,1000.0
1247,Arabica,cafe politico,Brazil,Unknown,Unknown,Unknown,Unknown,green mountain coffee,Unknown,Unknown,Unknown,1,2.26796,Specialty Coffee Association,2014-01-01,2014-08-25,Cafe Politico,Unknown,Washed / Wet,7.0,6.75,6.67,6.83,7.08,6.83,10.0,10.0,10.0,6.67,77.83,0.11,0,0.0,Unknown,2,2015-08-25,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,Unknown,Unknown,Unknown
1248,Arabica,juan luis alvarado romero,Guatemala,el sacramento,Unknown,beneficio ixchel,11/23/0333,"unex guatemala, s.a.",4300,oriente,LUIS RODRIGUEZ,250,1.0,Asociacion Nacional Del Café,2013-01-01,2013-02-07,Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.0,6.83,6.67,7.17,6.83,6.83,10.0,10.0,10.0,6.5,77.83,0.11,0,0.0,Green,2,2014-02-07,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1310.64,1310.64,1310.64
1249,Arabica,"lin, che-hao krude 林哲豪",Taiwan,"dongshan gaoyuan village chief manor coffee tainan, taiwan 台灣台南東山高原村長莊園咖啡",Unknown,"dongshan gaoyuan village chief manor coffee tainan, taiwan 台灣台南東山高原村長莊園咖啡",Taiwan,"red on tree co., ltd.",750-800 m,"dongshan dist., tainan city 臺南市東山區",Chen Shuei Lian 陳水連,100,10.0,Specialty Coffee Association,2012-01-01,2013-05-29,"Lin, Che-Hao Krude 林哲豪",Typica,Washed / Wet,7.17,6.75,6.58,7.33,7.33,7.17,9.33,9.33,10.0,6.67,77.67,0.11,0,0.0,Bluish-Green,0,2014-05-29,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,750.0,800.0,775.0
1250,Arabica,kona pacific farmers cooperative,United States (Hawaii),Unknown,Unknown,Unknown,KP3150140,kona pacific farmers cooperative,Unknown,kona,Unknown,5,45.3592,Specialty Coffee Association,2013-01-01,2013-05-03,Kona Pacific Farmers Cooperative,Unknown,Natural / Dry,7.58,7.67,7.58,7.67,7.42,7.42,9.33,9.33,6.0,7.58,77.58,0.12,1,0.0,Green,5,2014-05-03,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,Unknown,Unknown,Unknown
1251,Arabica,stephany escamilla femat,Mexico,rancho los laureles,Unknown,rancho los laureles,110548082,Unknown,1300,coatepec,RUBRIA OCHOA BELLO,23,1.0,AMECAFE,2012-01-01,2012-09-17,STEPHANY ESCAMILLA FEMAT,Typica,Washed / Wet,7.17,6.75,6.58,6.75,6.83,6.75,10.0,10.0,10.0,6.67,77.5,0.13,0,0.0,Green,3,2013-09-17,AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1300.0,1300.0,1300.0
1252,Arabica,juan luis alvarado romero,Guatemala,la esperanza y anexos,Unknown,beneficio ixchel,11/426/1,"unex guatemala, s.a.",4300,oriente,MARGARITA DE NUYENS Y/O CARLOS NUYENS,250,1.0,Asociacion Nacional Del Café,2013-01-01,2013-01-29,Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.08,6.92,6.33,7.0,6.92,7.0,10.0,10.0,10.0,6.17,77.42,0.11,2,0.0,Green,15,2014-01-29,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1310.64,1310.64,1310.64
1253,Arabica,ipanema coffees,Brazil,fazenda capoeirnha,020/17,dry mill,002/1660/0080,ipanema coffees,890,south of minas,Ipanema Agricola S.A,320,60.0,Brazil Specialty Coffee Association,,2017-10-20,Ipanema Coffees,Bourbon,Natural / Dry,7.5,7.33,7.42,7.58,7.58,6.92,8.0,8.0,10.0,7.0,77.33,0.0,0,0.0,Green,3,2018-10-20,Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m,890.0,890.0,890.0
1254,Arabica,juan luis alvarado romero,Guatemala,various,Unknown,las americas,11-951-136,outspan guatemala s.a.,4000 p.s.n.m.,oriente,VARIOS,275,69.0,Asociacion Nacional Del Café,2014-01-01,2014-04-08,Juan Luis Alvarado Romero,Other,Washed / Wet,7.33,7.0,6.83,7.17,7.17,7.17,9.33,9.33,9.33,6.67,77.33,0.1,1,0.0,Green,2,2015-04-08,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1219.2,1219.2,1219.2
1255,Arabica,israel eduardo paz garcia,Mexico,el naranjo,Unknown,"zaragoza itundujia, oaxaca",0,cafeorganico.mx,1500,zaragoza itundujia,AQUILINO GARCÍA RIAÑO,10,1.0,AMECAFE,2012-01-01,2012-09-13,ISRAEL EDUARDO PAZ GARCIA,Typica,Washed / Wet,7.33,7.0,6.67,7.0,6.92,6.92,9.33,9.33,10.0,6.83,77.33,0.15,4,0.0,None,5,2013-09-13,AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1500.0,1500.0,1500.0
1256,Arabica,myriam kaplan-pasternak,Haiti,mixed,Unknown,kkkld,Unknown,haiti coffee,400-1250m,"dondon, haiti",Mixed,1,1.814368,Specialty Coffee Association,2013-01-01,2014-05-05,Myriam Kaplan-Pasternak,Typica,Washed / Wet,6.83,6.83,6.83,6.75,6.92,6.92,9.33,10.0,10.0,6.83,77.25,0.1,0,0.0,Unknown,1,2015-05-05,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,400.0,1250.0,825.0
1257,Arabica,eileen koyanagi,United States (Hawaii),Unknown,Unknown,kona pacific farmers cooperative,Specialty Coffee Association of America,kona pacific farmers cooperative,Unknown,kona,Kona Pacific Farmers Cooperative,9,0.907184,Specialty Coffee Association,2013-01-01,2014-01-27,Eileen Koyanagi,Unknown,Natural / Dry,7.08,6.92,6.83,6.67,7.58,7.42,8.67,9.33,10.0,6.75,77.25,0.12,1,0.0,Green,5,2015-01-27,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,Unknown,Unknown,Unknown
1258,Arabica,alejandro garcia palacios,Mexico,finca los andes,Unknown,finca la fortuna,1506558882,industrializadora de kaffee andes s.a. de c.v.,1200,"motozintla, chiapas",ALEJANDRO GARCÍA PALACIOS,10,1.0,AMECAFE,2012-01-01,2012-09-11,ALEJANDRO GARCIA PALACIOS,Other,Washed / Wet,7.08,7.0,7.0,7.25,7.33,7.25,8.67,8.67,10.0,6.92,77.17,0.12,1,0.0,Green,11,2013-09-11,AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1200.0,1200.0,1200.0
1259,Arabica,andrew bowman,Peru,"producer group (approx. 1,000 farmers)",Unknown,Unknown,30,"tony's coffee and teas, inc.",900-1500 masl,san ignacio,Sol y Cafe,275,2.0,Specialty Coffee Association,2014-01-01,2015-06-16,Andrew Bowman,Caturra,Washed / Wet,7.42,7.75,7.42,7.67,7.92,7.83,8.67,5.33,9.33,7.67,77.0,0.0,7,0.0,Green,9,2016-06-15,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,900.0,1500.0,1200.0
1260,Arabica,joshua marsceau,India,Unknown,14/7/2015/172,"aspinwall & co. ltd, mangalore",14/7/2015/172,olam japan,Unknown,chickmangalore,Aspinwall & CO. LTD,20,50.0,Specialty Coffee Association,2016-01-01,2017-01-16,Joshua Marsceau,Unknown,Natural / Dry,7.67,7.33,7.17,6.67,7.17,7.42,9.33,10.0,6.67,7.42,76.83,0.0,0,7.0,Green,0,2018-01-16,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,Unknown,Unknown,Unknown
1261,Arabica,masamichi hiroike,Mexico,various,Unknown,various smallholders' wet mills,016/2362/0051,Unknown,1200 m,"pluma hidalogo, oaxaca",Various smallholders,250,6,Specialty Coffee Association,,2010-04-09,Masamichi Hiroike,Typica,Unknown,6.67,6.33,6.42,6.83,7.0,6.92,10.0,10.0,10.0,6.58,76.75,0.0,0,0.0,Unknown,0,2011-04-09,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1200.0,1200.0,1200.0
1262,Arabica,juan luis alvarado romero,Guatemala,conquista / morito,Unknown,beneficio ixchel,11/23/01,asociación nacional del café - anacafe -,Unknown,oriente,Conquista/Morito,250,2.0,Asociacion Nacional Del Café,2012-01-01,2012-01-03,Juan Luis Alvarado Romero,Bourbon,Washed / Wet,6.42,6.5,6.5,7.33,6.33,6.92,10.0,10.0,10.0,6.5,76.5,0.12,0,0.0,None,4,2013-01-02,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,Unknown,Unknown,Unknown
1263,Arabica,homero antonio de anda andrade,Mexico,Unknown,Unknown,exportadora moretto s.a. de c.v.,0,exportadora moretto s.a. de c.v.,1100,coatepec,CASTULO GUTIERREZ,10,1.0,AMECAFE,2012-01-01,2012-07-26,HOMERO ANTONIO DE ANDA ANDRADE,Typica,Washed / Wet,7.17,6.58,6.58,7.0,7.25,6.58,9.33,9.33,10.0,6.58,76.42,0.13,0,0.0,Green,14,2013-07-26,AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1100.0,1100.0,1100.0
1264,Arabica,juan luis alvarado romero,Guatemala,agropecuaria quiagral,Unknown,beneficio ixchel,11/23/0394,"unex guatemala, s.a.",4300,oriente,AGROPECUARIA QUIAGRAL,250,69.0,Asociacion Nacional Del Café,2012-01-01,2012-04-30,Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.5,7.0,6.83,7.5,7.17,7.33,8.67,8.67,8.67,7.0,76.33,0.11,0,0.0,Green,8,2013-04-30,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1310.64,1310.64,1310.64
1265,Arabica,juan luis alvarado romero,Guatemala,conquista / morito,Unknown,beneficio ixchel,11/23/0101,eduardo ambrocio,Unknown,oriente,Conquista/Morito,250,2.0,Asociacion Nacional Del Café,,2012-01-03,Juan Luis Alvarado Romero,Bourbon,Washed / Wet,6.17,6.5,6.5,7.17,7.0,6.83,10.0,10.0,10.0,6.17,76.33,0.11,0,0.0,Unknown,5,2013-01-02,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,Unknown,Unknown,Unknown
1266,Arabica,eileen koyanagi,United States (Hawaii),Unknown,Unknown,Unknown,KPBP 21114,kona pacific farmers cooperative,Unknown,kona,Unknown,2,45.3592,Specialty Coffee Association,2014-01-01,2014-03-18,Eileen Koyanagi,Hawaiian Kona,Natural / Dry,7.25,7.08,6.83,7.17,7.33,6.83,8.67,8.67,9.33,7.08,76.25,0.0,0,0.0,Green,0,2015-03-18,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,Unknown,Unknown,Unknown
1267,Arabica,eileen koyanagi,United States (Hawaii),Unknown,Unknown,kona pacific farmers cooperative,Specialty Coffee Association,kona pacific farmers cooperative,Unknown,kona,Kona Pacific Farmers Cooperative,6,45.3592,Specialty Coffee Association,2013-01-01,2014-01-20,Eileen Koyanagi,Unknown,Natural / Dry,7.5,7.33,7.33,7.58,7.67,7.25,8.0,8.0,8.0,7.5,76.17,0.0,0,0.0,Bluish-Green,3,2015-01-20,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,Unknown,Unknown,Unknown
1268,Arabica,israel eduardo paz garcia,Mexico,agua de la mariposa,Unknown,"zaragoza itundujia, oaxaca",1405792248,cafeorganico.mx,1400,zaragoza itundujia,ISIDORA HERAS HERNANDEZ,11,1.0,AMECAFE,2012-01-01,2012-09-17,ISRAEL EDUARDO PAZ GARCIA,Typica,Washed / Wet,7.42,7.0,6.83,7.08,6.92,6.83,7.33,10.0,10.0,6.75,76.17,0.16,2,0.0,None,4,2013-09-17,AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1400.0,1400.0,1400.0
1269,Arabica,william ho,Indonesia,1,Unknown,1,1,Unknown,3500,indonesia,1,15,2.0,Specialty Coffee Association,2011-01-01,2012-01-18,William Ho,Other,Natural / Dry,7.33,7.0,6.5,6.08,7.58,6.33,9.33,10.0,9.33,6.67,76.17,0.12,4,0.0,None,26,2013-01-17,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,3500.0,3500.0,3500.0
1270,Arabica,guillermo eduardo bobadilla muguira,Mexico,finca tepictla,Unknown,tepictla y xalapa veracruz,1104372556,el mejor café,1250,tepictla,GUILLERMO EDUARDO BOBADILLA MUGUIRA,20,1.0,AMECAFE,2012-01-01,2012-09-10,GUILLERMO EDUARDO BOBADILLA MUGUIRA,Bourbon,Washed / Wet,7.08,6.83,6.83,7.17,7.17,7.08,10.0,7.33,10.0,6.58,76.08,0.12,0,0.0,Green,12,2013-09-10,AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1250.0,1250.0,1250.0
1271,Arabica,cafes finos de exportacion s de r.l.,Honduras,various,Unknown,cafes finos de exportacion s. de r.l.,13-117-87,cafes finos de exportacion s de r.l.,1350,intibuca,Cooperativa Coaquil,275,2.0,Instituto Hondureño del Café,2014-01-01,2014-05-15,CAFES FINOS DE EXPORTACION S DE R.L.,Pacas,Natural / Dry,6.83,6.83,6.67,6.83,7.0,6.83,9.33,8.67,10.0,7.0,76.0,0.11,0,0.0,Green,7,2015-05-15,Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1350.0,1350.0,1350.0
1272,Arabica,ana gonzales,Philippines,various,Unknown,Unknown,0,prime3,1000+ meters,"benguet, mountain province",various smallholders,1,2.0,Specialty Coffee Association,2012-01-01,2013-05-14,Ana Gonzales,Unknown,Washed / Wet,6.83,6.5,6.5,6.92,6.75,7.0,9.33,10.0,9.33,6.67,75.83,0.12,0,0.0,Green,2,2014-05-14,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1000.0,1000.0,1000.0
1273,Arabica,volcafe ltda. - brasil,Brazil,Unknown,2017/2018-Lot01,copag,Unknown,volcafe ltda.,Unknown,monte carmelo,Unknown,440,59.0,Brazil Specialty Coffee Association,,2017-10-27,Volcafe Ltda. - Brasil,Unknown,Natural / Dry,7.17,7.0,6.83,7.5,7.17,7.0,8.0,8.0,10.0,7.0,75.67,0.11,0,1.0,Green,6,2018-10-27,Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m,Unknown,Unknown,Unknown
1274,Arabica,juan luis alvarado romero,Guatemala,agropecuaria quiagral,Unknown,beneficio ixchel,11/23/0768,"unex guatemala, s.a.",4300,oriente,AGROPECUARIA QUIAGRAL,250,1.0,Asociacion Nacional Del Café,2012-01-01,2012-07-09,Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.92,7.58,7.17,7.58,7.33,7.17,8.0,8.0,8.0,6.83,75.58,0.11,0,0.0,Green,15,2013-07-09,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1310.64,1310.64,1310.64
1275,Arabica,juan luis alvarado romero,Guatemala,conquista / morito,Unknown,beneficio ixchel,11/23/0121,"unex guatemala, s.a.",Unknown,oriente,Conquista / Morito,250,1.0,Asociacion Nacional Del Café,2012-01-01,2012-01-06,Juan Luis Alvarado Romero,Bourbon,Washed / Wet,6.67,6.5,6.33,7.0,7.17,6.75,8.67,10.0,10.0,6.5,75.58,0.12,0,0.0,Unknown,10,2013-01-05,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,Unknown,Unknown,Unknown
1276,Arabica,juana rodriguez gutierrez,Mexico,la joya,Unknown,"palo blanco, tlacuilotepec, puebla",1207093598,productores e industrializadores de café orgánico la fe s.c. de r.l.,1100,tlacuilotepec,JUANA RODRIGUEZ GUTIERREZ,10,1.0,AMECAFE,2012-01-01,2012-09-12,JUANA RODRIGUEZ GUTIERREZ,Pacamara,Washed / Wet,7.5,7.25,6.92,7.0,7.17,6.83,8.0,8.0,10.0,6.83,75.5,0.11,4,0.0,Green,20,2013-09-12,AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1100.0,1100.0,1100.0
1277,Arabica,francisco hernandez lorenzo,Mexico,"zaragoza, montelibano, pamal navil",Unknown,"zaragoza, montelibano, pamal navil",2670,sposel s. de s.s.,1200,ocosingo,SPOSEL S. DE S.S.,100,1.0,AMECAFE,2012-01-01,2012-09-12,FRANCISCO HERNANDEZ LORENZO,Mundo Novo,Washed / Wet,7.17,6.92,6.67,6.83,7.25,7.75,10.0,6.0,10.0,6.58,75.17,0.11,0,0.0,Green,20,2013-09-12,AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1200.0,1200.0,1200.0
1278,Arabica,montegrande,Mexico,finca monte grande,Unknown,Unknown,F07008657,cafe montegrande,1100,Unknown,SURAYA MAGDALENA LOTFE CALDERON,36,1.0,AMECAFE,2012-01-01,2012-06-06,MONTEGRANDE,Other,Washed / Wet,7.25,6.83,6.67,7.08,7.17,6.83,10.0,6.67,10.0,6.67,75.17,0.12,0,0.0,Unknown,8,2013-06-06,AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1100.0,1100.0,1100.0
1279,Arabica,martin jimenez casiano,Mexico,peña campana,Unknown,peña campana,3,union regional de cafeticultores de la mazateca alta,1280,huautla de jimenez,"MARTÍN JIMENEZ CASIANO, PAULINA CERQUEDA ALVAREZ, JULIO MARTINEZ TERAN",18,1.0,AMECAFE,2012-01-01,2012-03-05,MARTIN JIMENEZ CASIANO,Typica,Washed / Wet,7.17,7.17,6.83,7.17,7.42,6.67,8.67,7.33,10.0,6.75,75.17,0.13,23,0.0,Bluish-Green,29,2013-03-05,AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1280.0,1280.0,1280.0
1280,Arabica,"grupo juvenil magtayani, ac",Mexico,la cruz,Unknown,mecatlán veracruz,0,grupo juvenil magtayani ac,850,menglian,MIGUEL LOPEZ TIRZO,43,1.0,AMECAFE,2012-01-01,2012-07-11,"GRUPO JUVENIL MAGTAYANI, AC",Typica,Washed / Wet,7.0,6.92,6.75,6.92,7.17,6.83,10.0,6.67,10.0,6.75,75.0,0.14,15,0.0,Green,7,2013-07-11,AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,850.0,850.0,850.0
1281,Arabica,israel eduardo paz garcia,Mexico,el limón,Unknown,"zaragoza itundujia, oaxaca",0,cafeorganico.mx,1500,zaragoza itundujia,GEREMIAS RIAÑO LOPEZ,14,1.0,AMECAFE,2012-01-01,2012-09-13,ISRAEL EDUARDO PAZ GARCIA,Typica,Washed / Wet,7.08,6.75,6.58,7.0,7.0,6.75,8.67,8.67,10.0,6.42,74.92,0.17,0,0.0,None,6,2013-09-13,AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1500.0,1500.0,1500.0
1282,Arabica,pablo enrique martinez gama,Mexico,la orduña,Unknown,falcafe s.a. de c.v.,1104362940,Unknown,1250,coatepec,PABLO ENRIQUE MARTINEZ GAMA,20,1.0,AMECAFE,2012-01-01,2012-08-01,PABLO ENRIQUE MARTINEZ GAMA,Typica,Washed / Wet,7.33,6.75,6.67,7.25,7.5,7.0,10.0,5.33,10.0,7.0,74.83,0.12,0,0.0,Green,30,2013-08-01,AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1250.0,1250.0,1250.0
1283,Arabica,juan luis alvarado romero,Guatemala,conquista / morito,Unknown,beneficio ixchel,11/23/0122,"unex guatemala, s.a.",Unknown,oriente,Conquista / Morito,250,1.0,Asociacion Nacional Del Café,2012-01-01,2012-01-09,Juan Luis Alvarado Romero,Bourbon,Washed / Wet,6.75,6.5,6.17,7.0,7.25,6.75,8.0,10.0,10.0,6.33,74.75,0.11,0,0.0,Unknown,8,2013-01-08,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,Unknown,Unknown,Unknown
