Unnamed: 0,Species,Owner,Country.of.Origin,Farm.Name,Lot.Number,Mill,ICO.Number,Company,Altitude,Region,Producer,Number.of.Bags,Bag.Weight,In.Country.Partner,Harvest.Year,Grading.Date,Owner.1,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Quakers,Color,Category.Two.Defects,Expiration,Certification.Body,Certification.Address,Certification.Contact,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters,Expiration_Year,Year_Difference,Grading.Year,Grading.Quarter,Grading.Month,Grading.Day,Grading.Weekday,Expiration.Year,Expiration.Quarter,Expiration.Month,Expiration.Day,Expiration.Weekday
1023,Arabica,chris finch,Nicaragua,Unknown,Unknown,Unknown,17/009/0057,volcafe specialty coffee,1830.9876708757638,matagalpa,Unknown,275,0.453592,Specialty Coffee Association,2013.0,2014-07-16,Chris Finch,Caturra,Washed / Wet,7.33,7.08,7.25,7.0,7.5,7.42,10.0,10.0,10.0,7.33,80.92,0.1,1,0.0,Green,3,2015-07-16,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,700.0,1400.0,1050.0,2015,2.0,2014,3,7,16,3,2015,3,7,16,4
1024,Arabica,juan luis alvarado romero,Guatemala,el morito,Unknown,el morito,11/972/29,"armajaro guatemala, s. a.",1830.9876708757638,jalapa,ROBERTO MONTERROSO,250,69.0,Asociacion Nacional Del Café,2014.0,2014-06-10,Juan Luis Alvarado Romero,Pacas,Washed / Wet,7.58,7.42,6.92,7.5,7.25,7.17,10.0,10.0,10.0,7.08,80.92,0.12,2,0.0,Green,5,2015-06-10,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1524.0,1524.0,1524.0,2015,1.0,2014,2,6,10,2,2015,2,6,10,3
1025,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,bi yun si shi yi 碧云四十一咖啡坊,Unknown,bi yun si shi yi 碧云四十一咖啡坊,Unknown,blossom valley宸嶧國際,1830.9876708757638,taichung taiping 台中市太平區,Lu bi yun呂碧云,35,30.0,Blossom Valley International,2012.7939636345197,2013-12-26,CQI Taiwan ICP CQI台灣合作夥伴,Typica,Washed / Wet,7.42,7.25,7.25,7.25,7.25,7.25,10.0,10.0,10.0,7.25,80.92,0.11,0,0.0,Unknown,0,2014-12-26,Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,m,900.0,900.0,900.0,2014,Unknown,2013,4,12,26,4,2014,4,12,26,5
1026,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,bai he lin coffee 白鶴林咖啡莊園,Unknown,bai he lin coffee 白鶴林咖啡莊園,Unknown,blossom valley宸嶧國際,1830.9876708757638,nantou,Ding jin cai 丁金財,5,30.0,Blossom Valley International,2012.7939636345197,2013-12-26,CQI Taiwan ICP CQI台灣合作夥伴,Typica,Other,7.25,7.17,7.08,7.08,7.08,8.08,10.0,10.0,10.0,7.17,80.92,0.11,0,0.0,Green,0,2014-12-26,Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,m,688.0,688.0,688.0,2014,Unknown,2013,4,12,26,4,2014,4,12,26,5
1027,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,heng lu coffee 橫鹿咖啡,Unknown,heng lu coffee 橫鹿咖啡,Unknown,blossom valley宸嶧國際,1830.9876708757638,new taipei zhonghe 新北市中和區,Lu xing hui 呂星輝,10,20.0,Blossom Valley International,2012.7939636345197,2013-12-26,CQI Taiwan ICP CQI台灣合作夥伴,Typica,Washed / Wet,7.42,7.25,7.25,7.25,7.25,7.25,10.0,10.0,10.0,7.25,80.92,0.11,0,0.0,Green,0,2014-12-26,Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,m,300.0,300.0,300.0,2014,Unknown,2013,4,12,26,4,2014,4,12,26,5
1028,Arabica,eduardo luis augusto velazquez solis,Mexico,"olotlan, el plan, criollo garnica",Unknown,"ixhuatlan del café, ver.",1104386282,Unknown,1830.9876708757638,ixhuatlan del cafe,EDUARDO LUIS AUGUSTO VELAZQUEZ SOLIS,60,1.0,AMECAFE,2012.0,2012-07-11,EDUARDO LUIS AUGUSTO VELAZQUEZ SOLIS,Typica,Washed / Wet,7.58,7.33,7.08,7.5,7.17,7.25,10.0,10.0,10.0,7.0,80.92,0.13,0,0.0,Green,12,2013-07-11,AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1186.0,1186.0,1186.0,2013,1.0,2012,3,7,11,3,2013,3,7,11,4
1030,Arabica,cqi taiwan icp cqi台灣合作夥伴,Laos,savan coffee bean,201601,none,Unknown,宸嶧國際,1830.9876708757638,"paksong,laos","Paksong,Laos",20,50.0,Blossom Valley International,2016.0,2017-06-22,CQI Taiwan ICP CQI台灣合作夥伴,Catimor,Washed / Wet,7.42,7.33,7.17,7.17,7.17,7.25,10.0,10.0,10.0,7.33,80.83,0.0,0,0.0,Green,0,2018-06-22,Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,m,1300.0,1300.0,1300.0,2018,2.0,2017,2,6,22,4,2018,2,6,22,5
1031,Arabica,the coffee source inc.,Guatemala,several,Unknown,several,11-873-054,the coffee source inc.,1830.9876708757638,orient,several,250,1.0,Specialty Coffee Association of Costa Rica,2013.0,2014-05-26,The Coffee Source Inc.,Caturra,Washed / Wet,7.67,7.25,7.08,7.33,7.17,7.25,10.0,10.0,10.0,7.08,80.83,0.11,0,0.0,Green,1,2015-05-26,Specialty Coffee Association of Costa Rica,8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1,5eb2b7129d9714c43825e44dc3bca9423de209e9,m,1200.0,1200.0,1200.0,2015,2.0,2014,2,5,26,1,2015,2,5,26,2
1032,Arabica,luis roberto fermoso beltran,Mexico,la victoria pante nubes,Unknown,predio santo domingo,1506717737,productora rural la victoria s.p.r. de r.l.,1830.9876708757638,motozintla,DOMINGO MUGUIRA REVUELTA,15,1.0,AMECAFE,2012.0,2012-08-30,LUIS ROBERTO FERMOSO BELTRAN,Catuai,Semi-washed / Semi-pulped,7.17,7.08,7.25,7.42,7.25,7.33,10.0,10.0,10.0,7.33,80.83,0.13,0,0.0,Green,7,2013-08-30,AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1210.0,1210.0,1210.0,2013,1.0,2012,3,8,30,4,2013,3,8,30,5
1033,Arabica,jose manuel vergara cortes,Mexico,finca santa clara,Unknown,"finca santa clara, localidad de zona del bulé, san pedro pochutla oaxaca",0,café san blas,1830.9876708757638,oaxaca,JUAN JOSE CASAS BLANCO,30,1.0,AMECAFE,2012.0,2012-08-29,JOSE MANUEL VERGARA CORTES,Typica,Washed / Wet,7.33,7.25,7.33,7.33,7.25,7.17,10.0,10.0,10.0,7.17,80.83,0.11,0,0.0,Green,3,2013-08-29,AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1100.0,1100.0,1100.0,2013,1.0,2012,3,8,29,3,2013,3,8,29,4
1034,Arabica,christina dusing,Mexico,selva negra,Unknown,ecc beneficio veracruz,1201255296,Unknown,1830.9876708757638,veracruz,MOISES GUILLERMO CARRERA MONTES,100,1.0,AMECAFE,2012.0,2012-07-03,CHRISTINA DUSING,Bourbon,Washed / Wet,7.5,7.17,7.33,7.25,7.17,7.17,10.0,10.0,10.0,7.25,80.83,0.13,0,0.0,Green,1,2013-07-03,AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,100.0,100.0,100.0,2013,1.0,2012,3,7,3,2,2013,3,7,3,3
1035,Arabica,kona pacific farmers cooperative,United States (Hawaii),Unknown,Unknown,Unknown,2200303,cqi,1830.9876708757638,kona,Unknown,7,45.3592,Specialty Coffee Association,2012.0,2012-02-23,Kona Pacific Farmers Cooperative,Hawaiian Kona,Washed / Wet,7.42,7.33,7.0,7.25,7.33,7.5,10.0,10.0,10.0,7.0,80.83,0.1,2,0.0,Blue-Green,0,2013-02-22,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,1812.3495975560081,1849.6257441955195,1830.9876708757638,2013,1.0,2012,1,2,23,4,2013,1,2,22,5
1038,Arabica,u soe,Myanmar,myaing,Unknown,Unknown,Unspecified,Unknown,1830.9876708757638,ywar ngan,U Soe,1,2.0,Coffee Quality Institute,2015.0,2015-07-17,U Soe,Catuai,Washed / Wet,6.92,7.5,7.0,7.58,7.5,7.08,10.0,10.0,10.0,7.17,80.75,0.0,0,0.0,Green,2,2016-07-16,Coffee Quality Institute,1d4c7f93129f9fb1c8a5f0ce0e36cc1cf4c2f4d7,0f62c9236e3ff5c4921da1e22a350aa99482779d,m,3825.0,3825.0,3825.0,2016,1.0,2015,3,7,17,5,2016,3,7,16,6
1039,Arabica,juan luis alvarado romero,Guatemala,finca los cerros y anexos,Unknown,beneficio exportacafe agua santa,11/52/841,exportcafe,1830.9876708757638,huehuetenango,OTTONIEL VILLATORO LOPEZ,275,69.0,Asociacion Nacional Del Café,2015.0,2015-06-18,Juan Luis Alvarado Romero,Caturra,Washed / Wet,7.5,7.33,7.0,7.42,7.17,7.17,10.0,10.0,10.0,7.17,80.75,0.12,0,0.0,Green,1,2016-06-17,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1658.112,1755.648,1706.88,2016,1.0,2015,2,6,18,4,2016,2,6,17,5
1040,Arabica,"comercial internacional exportadora, s.a.",Nicaragua,cafetales santa matilde,Unknown,beneficio san carlos,017/001/1066,"comercial internacional exportadora, s.a.",1830.9876708757638,jinotega,ROLANDO LACAYO,275,69.0,Asociación de Cafés Especiales de Nicaragua,2015.0,2015-05-28,"COMERCIAL INTERNACIONAL EXPORTADORA, S.A.",Other,Washed / Wet,7.25,7.25,7.17,7.25,7.33,7.25,10.0,10.0,10.0,7.25,80.75,0.12,0,0.0,Green,5,2016-05-27,Asociación de Cafés Especiales de Nicaragua,fc561dd3c2eee024b032933e0a97b4aede0dc206,f79a8d4dee92a80ff14025f03ea34fa316b2132f,m,110000.0,110000.0,110000.0,2016,1.0,2015,2,5,28,4,2016,2,5,27,5
1041,Arabica,bismarck castro,Honduras,juan damaso,Unknown,cigrah sps,13-111-083,cigrah s.a de c.v,1830.9876708757638,"siguatepeque, comayagua",La Gran Manzana,275,1.0,Instituto Hondureño del Café,2015.0,2015-05-25,Bismarck Castro,Caturra,Natural / Dry,7.5,7.33,7.0,7.42,7.25,7.17,10.0,10.0,10.0,7.08,80.75,0.11,0,0.0,Green,2,2016-05-24,Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1450.0,1450.0,1450.0,2016,1.0,2015,2,5,25,1,2016,2,5,24,2
1042,Arabica,essencecoffee,Panama,elida estate,Unknown,elida estate,290503,essence coffee,1830.9876708757638,boquete,Lamastus,100,60.0,Blossom Valley International,2014.0,2015-05-23,EssenceCoffee,Caturra,Other,7.25,7.33,7.17,7.33,7.33,7.17,10.0,10.0,10.0,7.17,80.75,0.11,1,0.0,Green,4,2016-05-22,Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,m,1680.0,1680.0,1680.0,2016,2.0,2015,2,5,23,6,2016,2,5,22,7
1043,Arabica,cadexsa,Honduras,bethel,Unknown,cadexsa,13-63-318,cadexsa,1830.9876708757638,marcala,Jose Omar Acosta,275,1.0,Instituto Hondureño del Café,2015.0,2015-05-22,CADEXSA,Catuai,Washed / Wet,7.42,7.17,7.08,7.42,7.25,7.25,10.0,10.0,10.0,7.17,80.75,0.09,0,0.0,Green,2,2016-05-21,Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1350.0,1350.0,1350.0,2016,1.0,2015,2,5,22,5,2016,2,5,21,6
1044,Arabica,los hicaques,Honduras,los hicaques,Unknown,cigrah,13-111-035,cigrah,1830.9876708757638,central region,Reinerio Zepeda,275,1.0,Instituto Hondureño del Café,2015.0,2015-03-11,Unknown,Catuai,Natural / Dry,7.25,7.33,7.08,7.5,7.25,7.33,10.0,10.0,10.0,7.0,80.75,0.13,0,0.0,Green,1,2016-03-10,Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1450.0,1450.0,1450.0,2016,1.0,2015,1,3,11,3,2016,1,3,10,4
1045,Arabica,the coffee source inc.,Costa Rica,several,Unknown,cafe altura de san ramon,5-562-0014,the coffee source inc.,1830.9876708757638,san ramon,SEVERAL,250,1.360776,Specialty Coffee Association,2014.0,2014-04-11,The Coffee Source Inc.,Caturra,Washed / Wet,7.33,7.33,7.25,7.25,7.17,7.17,10.0,10.0,10.0,7.25,80.75,0.11,0,0.0,Green,0,2015-04-11,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1300.0,1300.0,1300.0,2015,1.0,2014,2,4,11,5,2015,2,4,11,6
1046,Arabica,diego manuel woolrich ramirez,Mexico,san josé y el portillo,Unknown,san josé y el portillo,"1401325570, 1405822583, 1405822338",Unknown,1830.9876708757638,oaxaca,"JOSE RIOS LARA, APOLONIA FRANCO TORRES, JENARO GONZALES MENDOZA",30,1.0,AMECAFE,2012.0,2012-09-04,DIEGO MANUEL WOOLRICH RAMIREZ,Typica,Washed / Wet,7.58,7.33,7.42,7.25,7.5,7.5,9.33,9.33,10.0,7.5,80.75,0.11,0,0.0,Green,2,2013-09-04,AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1200.0,1200.0,1200.0,2013,1.0,2012,3,9,4,2,2013,3,9,4,3
1047,Arabica,myriam kaplan-pasternak,Haiti,2000 farms,Unknown,utcam usine traitement cafe marmelade,None exists,haiti coffee,1830.9876708757638,haiti,COOPAIMAR Copperative Agro Industriel de Marmelade,1,2.0,Specialty Coffee Association,2012.0,2012-05-22,Myriam Kaplan-Pasternak,Typica,Washed / Wet,7.42,7.0,7.42,7.25,7.08,7.33,10.0,10.0,10.0,7.25,80.75,0.12,0,0.0,Green,0,2013-05-22,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1000.0,1000.0,1000.0,2013,1.0,2012,2,5,22,2,2013,2,5,22,3
1048,Arabica,kona pacific farmers cooperative,United States (Hawaii),Unknown,Unknown,Unknown,2131202,kona pacific farmers cooperative,1830.9876708757638,kona,Unknown,3,0.907184,Specialty Coffee Association,2011.0,2011-12-21,Kona Pacific Farmers Cooperative,Arusha,Natural / Dry,7.08,7.33,7.17,7.25,7.33,7.67,10.0,10.0,10.0,6.92,80.75,0.13,0,0.0,Bluish-Green,6,2012-12-20,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,1812.3495975560081,1849.6257441955195,1830.9876708757638,2012,1.0,2011,4,12,21,3,2012,4,12,20,4
1049,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,胖胖糖,1,hand peeled,non,宸嶧國際,1830.9876708757638,taiwan,唐權盛,160,1.0,Blossom Valley International,2016.0,2016-08-12,CQI Taiwan ICP CQI台灣合作夥伴,Typica,Other,7.33,7.08,7.08,7.08,7.42,7.33,10.0,10.0,10.0,7.33,80.67,0.0,0,0.0,Green,1,2017-08-12,Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,m,1812.3495975560081,1849.6257441955195,1830.9876708757638,2017,1.0,2016,3,8,12,5,2017,3,8,12,6
1050,Arabica,aulia arif syahri,Indonesia,darmawi,Unknown,surbakti / pt.olam indonesia,015/1691/006,pt. olam indonesia,1830.9876708757638,sumatra brastagi,Surbakti,200,30.0,Specialty Coffee Association,2015.0,2015-11-10,Aulia Arif Syahri,Mandheling,Semi-washed / Semi-pulped,7.58,7.42,7.0,7.67,7.5,7.5,9.33,9.33,10.0,7.33,80.67,0.13,0,0.0,Blue-Green,1,2016-11-09,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1200.0,1500.0,1350.0,2016,1.0,2015,4,11,10,2,2016,4,11,9,3
1051,Arabica,juan luis alvarado romero,Guatemala,finca medina,Unknown,beneficio siembras vision (154),11/11711/1,"siembras vision, s.a.",1830.9876708757638,antigua,FINCA MEDINA,150,60.0,Asociacion Nacional Del Café,2014.622034907094,2015-10-23,Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.67,7.42,6.83,7.17,7.42,7.17,10.0,10.0,10.0,7.0,80.67,0.11,0,0.0,Green,0,2016-10-22,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,1500.0,1500.0,1500.0,2016,Unknown,2015,4,10,23,5,2016,4,10,22,6
1052,Arabica,"ceca, s.a.",Costa Rica,gamboa,Unknown,beneficio montañas del diamante,5-025-0048,"ceca,s.a.",1830.9876708757638,tarrazu,Martin Gutierrez,240,1.0,Specialty Coffee Association of Costa Rica,2015.0,2015-02-27,"CECA, S.A.",Caturra,Washed / Wet,7.83,7.5,7.67,7.67,7.83,7.5,6.67,10.0,10.0,8.0,80.67,0.11,0,0.0,Blue-Green,4,2016-02-27,Specialty Coffee Association of Costa Rica,8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1,5eb2b7129d9714c43825e44dc3bca9423de209e9,m,185.0,185.0,185.0,2016,1.0,2015,1,2,27,5,2016,1,2,27,6
1053,Arabica,afca,Malawi,makoka valley estate,Unknown,r.w.j. wallace ltd,C17,r.w.j wallace ltd,1830.9876708757638,southern- zomba,R.W.J. Wallace Ltd,100,60.0,Africa Fine Coffee Association,2014.0,2014-11-04,AFCA,Caturra,Washed / Wet,7.5,7.25,7.17,7.17,7.25,7.17,10.0,10.0,10.0,7.17,80.67,0.12,0,0.0,Bluish-Green,1,2015-11-04,Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,990.0,1000.0,995.0,2015,1.0,2014,4,11,4,2,2015,4,11,4,3
1054,Arabica,cafe de don balbino s.c. de r.l. de c.v.,Mexico,"el desmoronado, talpan de allende jalisco",Unknown,corta pico balbino ramirez,0,cafe don balbino s.c. de r.l. de c.v.,1830.9876708757638,"el desmoronado, talpan de allende jalisco",BALBINO RAMIREZ FLORES,20,1.0,AMECAFE,2014.0,2014-10-23,CAFE DE DON BALBINO S.C. DE R.L. DE C.V.,Typica,Washed / Wet,7.25,7.17,7.17,7.25,7.17,7.42,10.0,10.0,10.0,7.25,80.67,0.12,0,0.0,Green,4,2015-10-23,AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1200.0,1200.0,1200.0,2015,1.0,2014,4,10,23,4,2015,4,10,23,5
1055,Arabica,compañia colombiana agroindustrial s.a,Colombia,Unknown,Unknown,trilladora agricola,14-3-79-1034,ecom cca sa,1830.9876708757638,santander,Unknown,250,70.0,Almacafé,2014.0,2014-04-14,Compañia Colombiana Agroindustrial S.A,Caturra,Natural / Dry,7.67,7.5,7.42,7.67,7.5,7.75,10.0,10.0,6.67,8.5,80.67,0.0,0,0.0,Unknown,1,2015-04-14,Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1550.0,1550.0,1550.0,2015,1.0,2014,2,4,14,1,2015,2,4,14,2
1056,Arabica,juan luis alvarado romero,Guatemala,santo tomas pachuj,Unknown,humedo: finca santo tomas pachuj y seco: beneficio palinsa,11/752/02,"finca santo tomas pachuj, guatemala",1830.9876708757638,"san lucas toliman, solola","PACHUJ, S.A",250,69.0,Asociacion Nacional Del Café,2013.0,2013-06-05,Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.67,7.17,7.0,7.5,7.0,7.0,10.0,10.0,10.0,7.33,80.67,0.12,0,0.0,Green,5,2014-06-05,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,1550.0,1550.0,1550.0,2014,1.0,2013,2,6,5,3,2014,2,6,5,4
1057,Arabica,juan luis alvarado romero,Guatemala,chiquimulja / alpha cafe / senfro,Unknown,Unknown,11/23/0233,"unex guatemala, s.a.",1830.9876708757638,oriente,CHIQUIMULJA / ALPHA CAFE / SENFRO,250,1.0,Asociacion Nacional Del Café,2012.0,2012-01-25,Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.0,7.33,7.5,7.33,7.0,7.33,10.0,10.0,10.0,7.17,80.67,0.11,0,0.0,Green,2,2013-01-24,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,1812.3495975560081,1849.6257441955195,1830.9876708757638,2013,1.0,2012,1,1,25,3,2013,1,1,24,4
1058,Arabica,juan luis alvarado romero,Guatemala,chiquimulja / alpha cafe / senfro,Unknown,beneficio ixchel,11/23/0240,"unex guatemala, s.a.",1830.9876708757638,oriente,CHIQUIMULJA / ALPHA CAFE / SENFRO,250,1.0,Asociacion Nacional Del Café,2012.0,2012-01-25,Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.0,7.5,7.33,7.17,7.17,7.17,10.0,10.0,10.0,7.33,80.67,0.11,0,0.0,Green,3,2013-01-24,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,1812.3495975560081,1849.6257441955195,1830.9876708757638,2013,1.0,2012,1,1,25,3,2013,1,1,24,4
1062,Arabica,burka coffee estate,"Tanzania, United Republic Of",burka coffee estates,Unknown,burka coffee estates,C28,burka coffee estate,1830.9876708757638,arusha,Burka Coffee Estates,10,60.0,Africa Fine Coffee Association,2014.0,2015-01-06,Burka Coffee Estate,Other,Washed / Wet,7.25,7.08,7.08,7.33,7.33,7.25,10.0,10.0,10.0,7.25,80.58,0.12,0,0.0,Bluish-Green,1,2016-01-06,Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,1400.0,1400.0,1400.0,2016,2.0,2015,1,1,6,2,2016,1,1,6,3
1063,Arabica,ipanema coffees,Brazil,rio verde,Unknown,ipanema coffees,002/1660/0066,ipanema coffees,1830.9876708757638,south of minas,Ipanema Agrícola SA,300,2.0,Specialty Coffee Association,2013.707999270807,2014-10-17,Ipanema Coffees,Bourbon,Semi-washed / Semi-pulped,7.42,7.25,7.33,7.0,7.08,7.25,10.0,10.0,10.0,7.25,80.58,0.0,0,0.0,Green,3,2015-10-17,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1200.0,1200.0,1200.0,2015,Unknown,2014,4,10,17,5,2015,4,10,17,6
1064,Arabica,beneficio santa rosa,Honduras,bsr,Unknown,beneficio santa rosa s.a.,13-123-238,beneficio santa rosa s.a.,1830.9876708757638,occidental,BSR,275,69.0,Instituto Hondureño del Café,2014.0,2014-04-30,Beneficio Santa Rosa,Caturra,Washed / Wet,7.5,7.17,7.0,7.42,7.33,7.0,10.0,10.0,10.0,7.17,80.58,0.11,0,0.0,Green,5,2015-04-30,Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1400.0,1400.0,1400.0,2015,1.0,2014,2,4,30,3,2015,2,4,30,4
1065,Arabica,juan luis alvarado romero,Guatemala,finca el naranjal,Unknown,beneficio exportacafe agua santa,11-52-121,exportcafe,1830.9876708757638,huehuetenango,BYRON ALONZO SOLIS,275,69.0,Asociacion Nacional Del Café,2014.0,2014-01-28,Juan Luis Alvarado Romero,Bourbon,Natural / Dry,7.17,7.42,6.83,7.5,7.17,7.25,10.0,10.0,10.0,7.25,80.58,0.11,0,0.0,Green,5,2015-01-28,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1383.792,1383.792,1383.792,2015,1.0,2014,1,1,28,2,2015,1,1,28,3
1068,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,王秋金,1,non,Unknown,王秋金,1830.9876708757638,taiwan,王秋金,20,5.0,Blossom Valley International,2017.0,2017-12-08,CQI Taiwan ICP CQI台灣合作夥伴,Other,Natural / Dry,7.17,7.17,7.17,7.42,7.17,7.25,10.0,10.0,10.0,7.17,80.5,0.0,0,0.0,Blue-Green,0,2018-12-08,Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,m,50.0,50.0,50.0,2018,1.0,2017,4,12,8,5,2018,4,12,8,6
1069,Arabica,juan luis alvarado romero,Guatemala,el guayabo,11/15/0293,el guayabo,11/15/0293,"peter schoelfeld, s.a",1830.9876708757638,santa rosa,EDWIN MUÑOZ,275,69.0,Asociacion Nacional Del Café,2017.0,2017-09-08,Juan Luis Alvarado Romero,Caturra,Washed / Wet,7.33,7.25,7.08,7.17,7.25,7.17,10.0,10.0,10.0,7.25,80.5,0.1,0,0.0,Green,4,2018-09-08,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,1500.0,1500.0,1500.0,2018,1.0,2017,3,9,8,5,2018,3,9,8,6
1070,Arabica,janny marlith torres,Honduras,la bendicion,331,en cortado beneficiado y secado por el productor,13-154-234,coffee planet corporation s.a,1830.9876708757638,ocotepeque,Jorge Alfredo Pinto,15,69.0,Instituto Hondureño del Café,2017.0,2017-08-23,Janny Marlith Torres,Catuai,Washed / Wet,7.58,7.33,7.0,7.17,7.33,7.08,10.0,10.0,10.0,7.0,80.5,0.11,0,0.0,Green,5,2018-08-23,Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1650.0,1650.0,1650.0,2018,1.0,2017,3,8,23,3,2018,3,8,23,4
